,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO
ZLA,5,CCCAGG,ZLA,USD,4,0.014830658,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.014495186,0.015403756,0.014383362,0.015557514,0.015683316,0.0137445674,HuobiPro,0.0,0.0,0.014732812,0.01488657,0.014732812,-0.0007268559999999997,-4.672057502246179,0.00033547199999999985,2.314368370298938,60000000.0,889839.48,780108.8310771346,11569.527276484754
ACC,5,CCCAGG,ACC,USD,2,0.0122049585,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.012398688,0.0134835732,0.0121662126,0.0123599421,0.0134835732,0.0121662126,Cryptopia,0.0,0.0,0.0122049585,0.0122049585,0.0122049585,-0.00015498360000000024,-1.2539184952978075,-0.00019372949999999986,-1.562499999999999,72812782.4495725,888676.9880665607,13064.84078655002,159.45583960895036
PINK,5,CCCAGG,PINK,USD,2,0.002053485,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00209223,0.00209223,0.001975995,0.00209223,0.00216972,0.001975995,Cryptopia,0.0,0.0,0.00209223,0.00209223,0.002053485,-3.8745000000000186e-05,-1.8518518518518607,-3.8745000000000186e-05,-1.8518518518518607,420719299.490697,863940.7707146539,624304.312677915,1281.9995415194082
DTH,5,CCCAGG,DTH,USD,4,0.008585,1546180294,246.95980891,2.12014995949235,328952734,45369.31297388999,452.34099232016234,43183.89236656,431.35024592881837,0.01198,0.0129,0.0079637,0.008294,0.01209,0.008001,Bitfinex,0.0,0.0,0.008585,0.008585,0.008585,0.0002910000000000013,3.5085604051121453,-0.0033949999999999987,-28.338898163606004,100000000.0,858500.0000000001,48259.22286866008,474.9219582893475
42,5,CCCAGG,42,USD,4,20419.0893,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,20496.5811,20496.5811,20419.0893,20496.5811,20496.5811,20419.0893,Cryptopia,0.0,0.0,20419.0893,20419.0893,20419.0893,-77.49179999999978,-0.37807183364839214,-77.49179999999978,-0.37807183364839214,41.99995726,857600.8778881234,0.002035199999999994,41.556930543359876
HAC,5,CCCAGG,HAC,USD,4,0.0008523966,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0010461231,0.0010461231,0.0008523966,0.0008911419,0.0008911419,0.0008523966,Cryptopia,0.0,0.0,0.0008523966,0.0008523966,0.0008523966,-3.874529999999996e-05,-4.347826086956517,-0.00019372649999999992,-18.518518518518512,1000000000.0,852396.6000000001,30000.0,25.571898
CHP,5,CCCAGG,CHP,USD,4,0.00237354,1546196650,0.0,0.0,0,0.0,0.0,653.15712175,1.85561677182563,0.002457312,0.00251316,0.002324673,0.0026471952,0.0026583648,0.0023274654,Kucoin,0.0,0.0,0.00237354,0.00237354,0.00237354,-0.0002736551999999999,-10.33755274261603,-8.377200000000019e-05,-3.4090909090909163,354786434.702575,842099.7942239499,508021.1824999893,1206.1139197280918
CIC,5,CCCAGG,CIC,USD,1,0.0002750514,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0002918058,0.0003015792,0.0002694666,0.0002987868,0.0003015792,0.0002694666,OKEX,0.0,0.0,0.000272259,0.0002750514,0.0002708628,-2.3735400000000017e-05,-7.9439252336448645,-1.6754400000000037e-05,-5.741626794258385,3000000000.0,825154.2,88048059.7000004,24217.74208776869
KORE,5,CCCAGG,KORE,USD,4,0.4044978,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.43743105,0.43743105,0.4044978,0.4254201,0.43743105,0.4044978,BitTrex,0.0,0.0,0.4044978,0.4044978,0.4044978,-0.020922300000000005,-4.918032786885247,-0.03293324999999997,-7.5287865367581865,2022464.886973,818082.5973578271,78606.84809300258,31796.297118553743
PUT*,5,CCCAGG,PUT*,USD,1,0.008126462499999999,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.014436175,0.018516875,0.00280059,0.016783975,0.018516875,0.00280059,LBank,0.0,0.0,0.0087693125,0.009300362500000001,0.0059044375,-0.0086575125,-51.58201498751042,-0.006309712500000002,-43.707647628267196,100000000.0,812646.2499999999,12841422.217500083,104355.33609718125
FTX,5,CCCAGG,FTX,USD,2,0.009371294399999999,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.009326616,0.0094257462,0.0092623908,0.0093531438,0.0094257462,0.009319635,Liquid,0.0,0.0,0.009350351400000002,0.009375483,0.009347559,1.81505999999991e-05,0.19405881474846032,4.467839999999952e-05,0.47904191616765956,85000000.0,796560.0239999999,658242.8855999936,6168.58786766306
808,5,CCCAGG,808,USD,4,3.87459e-05,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,3.87459e-05,3.87459e-05,3.87459e-05,3.87459e-05,3.87459e-05,3.87459e-05,Cryptopia,0.0,0.0,3.87459e-05,3.87459e-05,3.87459e-05,0.0,0.0,0.0,0.0,20552607192.6286,796329.2630248684,453324206.8717653,17564.454387032732
STX,5,CCCAGG,STX,USD,4,0.0139766022,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01481668,0.01523602,0.0139766022,0.01481668,0.01523602,0.0139738066,HitBTC,0.0,0.0,0.0139766022,0.0139766022,0.0139766022,-0.0008400778000000001,-5.669811320754717,-0.0008400778000000001,-5.669811320754717,56034211.9178496,783167.889566283,401108.59679689934,5606.135296430456
SGN,5,CCCAGG,SGN,USD,4,0.0041938975,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0041925,0.0041938975,0.0041925,0.0041925,0.0041938975,0.0041925,Liquid,0.0,0.0,0.0041938975,0.0041938975,0.0041938975,1.3974999999999405e-06,0.03333333333333191,1.3974999999999405e-06,0.03333333333333191,185000000.0,775871.0375,2575.2410915400005,10.800297175706879
PCCM,5,CCCAGG,PCCM,USD,4,0.00416455,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00405275,0.004178525,0.00405275,0.00405275,0.004178525,0.00405275,IDAX,0.0,0.0,0.00416455,0.00416455,0.00416455,0.00011180000000000044,2.7586206896551833,0.00011180000000000044,2.7586206896551833,186000000.0,774606.3,3421668.149000014,14249.708089918011
TRTL,5,CCCAGG,TRTL,USD,2,5.72975e-05,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,9.64275e-05,9.64275e-05,5.72975e-05,5.72975e-05,5.72975e-05,5.72975e-05,TradeSatoshi,0.0,0.0,5.72975e-05,5.72975e-05,5.72975e-05,0.0,0.0,-3.913e-05,-40.57971014492754,13486082356.06,772718.8037963478,714300.7663553614,40.92764816024632
IDXM,5,CCCAGG,IDXM,USD,2,378.7225,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,381.5175,388.505,368.94,373.1325,384.3125,368.94,IDEX,0.0,0.0,381.5175,381.5175,378.7225,5.590000000000032,1.4981273408239786,-2.794999999999959,-0.7326007326007219,2000.0,757445.0,4.259669309999994,1613.232610256473
RNTB,5,CCCAGG,RNTB,USD,4,0.00075465,1546196664,0.0,0.0,0,0.0,0.0,49900.0,35.331637,0.000852475,0.000936325,0.0005911425000000001,0.0006861724999999999,0.0009530949999999999,0.000679185,HitBTC,0.0,0.0,0.00075465,0.00075465,0.00075465,6.847750000000012e-05,9.979633401222014,-9.782499999999995e-05,-11.475409836065568,1000000000.0,754650.0,24933088.76729999,18813.43004024294
ATM,5,CCCAGG,ATM,USD,4,7.53948e-05,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0001061112,0.0001061112,7.53948e-05,7.6791e-05,7.6791e-05,7.53948e-05,BitZ,0.0,0.0,7.53948e-05,7.53948e-05,7.53948e-05,-1.3961999999999986e-06,-1.8181818181818163,-3.0716399999999996e-05,-28.947368421052627,10000000000.0,753948.0,181450.01869999012,13.680387869882017
BETR,5,CCCAGG,BETR,USD,4,0.003755778,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00369993,0.004021056,0.003672006,0.003755778,0.004021056,0.003658044,HitBTC,0.0,0.0,0.003783702,0.003783702,0.003727854,0.0,0.0,5.5847999999999835e-05,1.5094339622641464,200585763.01785,753355.5958556547,6217200.0,23350.4229816
POLL,5,CCCAGG,POLL,USD,4,0.0833469,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0812786,0.084003725,0.0812786,0.0868686,0.0868686,0.0812786,Kucoin,0.0,0.0,0.0833469,0.0833469,0.0833469,-0.0035217000000000026,-4.054054054054057,0.002068299999999995,2.544704264099031,8999991.9,750121.42489011,18940.073527160042,1578.5964142608555
RTB,5,CCCAGG,RTB,USD,2,0.026828686,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02681472,0.026870584,0.02681472,0.02681472,0.026870584,0.02681472,LiveCoin,0.0,0.0,0.026828686,0.026828686,0.026828686,1.3966000000000672e-05,0.05208333333333584,1.3966000000000672e-05,0.05208333333333584,27856795.9055394,747361.2303158023,10907.75641634983,292.64077185873487
ZER,5,CCCAGG,ZER,USD,4,0.151066755,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.14823837,0.15467004,0.14529375,0.147347235,0.15467004,0.14529375,Cryptopia,0.0,0.0,0.14529375,0.151066755,0.14529375,0.003719520000000004,2.524322902971341,0.002828384999999989,1.9079979090433796,4946494.58690934,747250.8858694594,5517.0092154400045,833.4366794816174
XBP*,5,CCCAGG,XBP*,USD,4,0.0007855636000000001,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000782768,0.0007855636000000001,0.000782768,0.0007855636000000001,0.0007855636000000001,0.0007855636000000001,Ethermium,0.0,0.0,0.0007855636000000001,0.0007855636000000001,0.0007855636000000001,0.0,0.0,2.7956000000000855e-06,0.3571428571428681,950873123.2766,746971.3138644098,12366050.399098206,9714.319069297024
SPX*,5,CCCAGG,SPX*,USD,4,8.386799999999999e-05,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,9.36526e-05,9.36526e-05,8.386799999999999e-05,9.36526e-05,9.36526e-05,8.386799999999999e-05,Bleutrade,0.0,0.0,8.386799999999999e-05,8.386799999999999e-05,8.386799999999999e-05,-9.784600000000015e-06,-10.447761194029866,-9.784600000000015e-06,-10.447761194029866,8888888888.0,745493.3332587839,1223603.203147139,102.62115344154424
BRX,5,CCCAGG,BRX,USD,2,0.1167413967,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1200735441,0.1224757899,0.116625159,0.12011229,0.1224757899,0.116625159,BitTrex,0.0,0.0,0.1167413967,0.1167413967,0.1167413967,-0.003370893299999997,-2.8064516129032233,-0.003332147399999999,-2.7750887383026774,6268082.0,731744.6473101294,1849.99229044,215.97068387019766
NDC,5,CCCAGG,NDC,USD,4,0.00181675,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002236,0.002236,0.00181675,0.002236,0.002236,0.00181675,HitBTC,0.0,0.0,0.00181675,0.00181675,0.00181675,-0.00041925000000000013,-18.750000000000007,-0.00041925000000000013,-18.750000000000007,400000000.0,726700.0,317996.0376894547,577.7193014723168
XSH,5,CCCAGG,XSH,USD,4,0.00147231,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001588545,0.003215835,0.00147231,0.0015498,0.00317709,0.00147231,TradeSatoshi,0.0,0.0,0.00147231,0.00147231,0.00147231,-7.749000000000015e-05,-5.00000000000001,-0.00011623500000000012,-7.317073170731716,481730566.566176,709256.7304610466,1451098.9585524118,2136.467507666301
PBL,5,CCCAGG,PBL,USD,4,0.020922462,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0195276312,0.0211549338,0.0195276312,0.0195276312,0.0211549338,0.0195276312,Cryptopia,0.0,0.0,0.020922462,0.020922462,0.020922462,0.0013948308,7.142857142857142,0.0013948308,7.142857142857142,33787150.0,706910.3619633,3900.596272459997,81.61007728788593
EZT,5,CCCAGG,EZT,USD,4,0.0139094191,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0125146027,0.0139094191,0.0125146027,0.0135219701,0.013948164,0.0125146027,Cryptopia,0.0,0.0,0.0139094191,0.0139094191,0.0139094191,0.0003874489999999998,2.865329512893981,0.0013948164000000002,11.145510835913313,50000000.0,695470.9550000001,15993.270947480089,222.45710838835464
ARY,5,CCCAGG,ARY,USD,4,0.007804758,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.007860606000000001,0.008363238,0.007804758,0.008125884,0.008363238,0.007762872000000001,Kucoin,0.0,0.0,0.007804758,0.007804758,0.007804758,-0.0003211259999999997,-3.9518900343642573,-5.58480000000007e-05,-0.7104795737122647,88409932.9306098,690018.1313196403,1035433.7395000017,8081.309761832554
CRE*,5,CCCAGG,CRE*,USD,4,0.0011490726,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0011490726,0.0011490726,0.0011490726,0.0012579762,0.0012579762,0.0011490726,BigONE,0.0,0.0,0.0011490726,0.0011490726,0.0011490726,-0.00010890359999999981,-8.657047724750262,0.0,0.0,600000000.0,689443.56,475248.3000000003,546.0947997265804
NEOS,5,CCCAGG,NEOS,USD,1,0.163077705,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.17133039,0.19039293,0.153081495,0.1666035,0.1991493,0.153081495,BitTrex,0.0,0.0,0.17450748,0.17450748,0.16303896,-0.0035257949999999982,-2.1162790697674407,-0.00825268500000001,-4.816824966078704,4165168.75607923,679246.1616791056,22560.64881866,3679.1388326580336
PMNT,5,CCCAGG,PMNT,USD,1,0.000679185,1546196664,0.0,0.0,0,0.0,0.0,3742.80297138,1.9554229853622,0.000628875,0.000679185,0.000628875,0.000679185,0.000679185,0.000679185,Ethermium,0.0,0.0,0.000679185,0.000679185,0.000679185,0.0,0.0,5.0310000000000025e-05,8.000000000000004,1000000000.0,679185.0,161470.49124222802,109.08170294359812
SIG,5,CCCAGG,SIG,USD,4,0.00178227,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001278585,0.00178227,0.001278585,0.001666035,0.00178227,0.001278585,HitBTC,0.0,0.0,0.00178227,0.00178227,0.00178227,0.00011623500000000012,6.97674418604652,0.000503685,39.39393939393939,378851756.132668,675216.1194025703,16699.99999999994,29.7639089999999
ATMOS,5,CCCAGG,ATMOS,USD,4,0.0060056145,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006586803,0.0092602701,0.0060056145,0.0068967702,0.0092602701,0.0060056145,Cryptopia,0.0,0.0,0.0060056145,0.0060056145,0.0060056145,-0.0008911557,-12.921348314606742,-0.0005811884999999996,-8.8235294117647,110814729.889,665510.5486349618,63517.88671112,381.4639414416596
VRM,5,CCCAGG,VRM,USD,4,0.33808887,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.334873035,0.340956,0.31546179,0.3293325,0.340956,0.3239082,BitTrex,0.0,0.0,0.33808887,0.33808887,0.33808887,0.008756370000000013,2.658823529411769,0.0032158350000000002,0.9603147055420572,1950562.86734742,659463.5956854491,5292.652724459967,1789.3869789150917
CBX,5,CCCAGG,CBX,USD,4,0.633866564,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.633866564,0.633866564,0.633866564,0.643552789,0.643552789,0.633866564,Cryptopia,0.0,0.0,0.633866564,0.633866564,0.633866564,-0.009686225000000048,-1.5051173991571418,0.0,0.0,1025837.78334462,650244.2709500307,10.571466640000029,6.700899235537443
AMN,5,CCCAGG,AMN,USD,4,0.000387459,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000387459,0.000387459,0.000387459,0.000387459,0.000387459,0.000387459,Cryptopia,0.0,0.0,0.000387459,0.000387459,0.000387459,0.0,0.0,0.0,0.0,1666666667.0,645765.000129153,85434.73572528832,33.10245726938449
GIC,5,CCCAGG,GIC,USD,1,0.2024829378,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2059700148,0.2091471294,0.1961287086,0.2079072798,0.2091471294,0.1961287086,Graviex,0.0,0.0,0.2020567395,0.2024829378,0.2020567395,-0.005424341999999999,-2.609019754006708,-0.0034870769999999773,-1.6930022573363321,3148648.29532714,637547.5569368014,17876.5574,3619.69786010233
XBC,5,CCCAGG,XBC,USD,1,5.34681,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,4.49442,5.4243,4.49442,4.49442,5.4243,4.49442,Cryptopia,0.0,0.0,5.34681,5.34681,5.34681,0.8523899999999998,18.965517241379306,0.8523899999999998,18.965517241379306,118174.22429896,631855.1242239223,67.23556284000003,359.49577974854054
BRK,5,CCCAGG,BRK,USD,4,0.0312291954,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0324303183,0.0336701871,0.0303380397,0.0334764576,0.0337864248,0.0303380397,BitTrex,0.0,0.0,0.0312291954,0.0312291954,0.0312291954,-0.0022472622000000025,-6.712962962962971,-0.001201122899999997,-3.7037037037036953,18949258.0,591770.0807670132,61543.01742810002,1921.938916767741
CCCX,5,CCCAGG,CCCX,USD,2,0.0001172808,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005612724,0.0005836116,0.000111696,0.0005891964000000001,0.0005891964000000001,0.000111696,FCoin,0.0,0.0,0.0001172808,0.0001172808,0.0001172808,-0.0004719156000000001,-80.09478672985783,-0.00044399159999999996,-79.1044776119403,5000000000.0,586404.0,943601.05,110.66628602484
TX,5,CCCAGG,TX,USD,4,0.085820175,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.085975155,0.08694378,0.08306928000000001,0.085239,0.08694378,0.08306928000000001,BitTrex,0.0,0.0,0.085820175,0.085820175,0.085820175,0.0005811750000000032,0.6818181818181857,-0.000154979999999999,-0.1802613789995482,6815696.99999998,584924.3092869733,1715411.8343522183,147216.94382117837
LALA,5,CCCAGG,LALA,USD,4,0.002333825,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002529475,0.002529475,0.00209625,0.0025155,0.002529475,0.00209625,Kucoin,0.0,0.0,0.002333825,0.002333825,0.002333825,-0.00018167500000000007,-7.222222222222224,-0.00019565000000000034,-7.734806629834266,250000000.0,583456.25,7574045.499873457,17676.496738742168
FSBT,5,CCCAGG,FSBT,USD,4,0.153582,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.15483858,0.15483858,0.153582,0.15483858,0.15483858,0.153582,Ethermium,0.0,0.0,0.153582,0.153582,0.153582,-0.0012565800000000071,-0.8115419296663706,-0.0012565800000000071,-0.8115419296663706,3699483.44590379,568174.0665887959,9328.90160555358,1432.7513663841298
REX,5,CCCAGG,REX,USD,4,0.023247,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.024680565,0.024680565,0.022898295,0.023208255,0.024680565,0.022898295,HitBTC,0.0,0.0,0.023247,0.023247,0.023247,3.874499999999975e-05,0.16694490818029942,-0.0014335650000000012,-5.80847723704867,24042947.2407047,558926.3945046621,13400.0,311.5098
AC3,5,CCCAGG,AC3,USD,4,0.0069446988,1546196646,0.0,0.0,0,0.0,0.0,20425.67235195,200.471847613506,0.0077530986,0.008058866400000001,0.0069419064,0.0080267538,0.0080812056,0.0069419064,Bibox,0.0,0.0,0.0069446988,0.0069446988,0.0069446988,-0.0010820549999999993,-13.480605322664804,-0.0008083997999999998,-10.4267963263101,80310218.0,557730.2745723384,716282.4655459835,5032.987684279959
FYP,5,CCCAGG,FYP,USD,4,0.01549796,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01549796,0.01549796,0.01549796,0.01549796,0.01549796,0.01549796,HitBTC,0.0,0.0,0.01549796,0.01549796,0.01549796,0.0,0.0,0.0,0.0,35277362.718667,546727.1563193924,44.41099999999451,0.6882799015599149
WISH,5,CCCAGG,WISH,USD,4,0.027470205,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.027315225,0.027470205,0.0271215,0.0271215,0.027470205,0.0271215,Cryptopia,0.0,0.0,0.027470205,0.027470205,0.027470205,0.00034870500000000124,1.2857142857142903,0.00015498000000000248,0.5673758865248317,19803895.1235783,544017.0588431963,40923.97623404,1124.1900165642066
TZC,5,CCCAGG,TZC,USD,4,0.00395199,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003680775,0.00395199,0.003680775,0.003680775,0.00395199,0.003680775,Cryptopia,0.0,0.0,0.00395199,0.00395199,0.00395199,0.000271215,7.36842105263158,0.000271215,7.36842105263158,135786800.0,536628.0757319999,12062.317780859972,47.6701592467808
ELIX,5,CCCAGG,ELIX,USD,4,0.0157691743,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0159241539,0.0159241539,0.0153817253,0.0159241539,0.0159241539,0.0153817253,Kucoin,0.0,0.0,0.0157691743,0.0157691743,0.0157691743,-0.0001549796000000006,-0.9732360097323638,-0.0001549796000000006,-0.9732360097323638,33945905.4743201,535298.9001958779,184746.1268999996,2913.2938763360125
HB,5,CCCAGG,HB,USD,1,0.0083893762,1546196657,0.0,0.0,0,0.0,0.0,272932.78124315006,2246.5292954660563,0.0085639512,0.0088251154,0.0081868692,0.008707801,0.0088251154,0.0081868692,LiveCoin,0.0,0.0,0.0083893762,0.0083893762,0.0083893762,-0.0003184247999999997,-3.656776263031272,-0.00017457499999999973,-2.0384866275277207,63695267.0,534363.5570224454,3589908.9547929866,30073.89026181212
PAC,5,CCCAGG,PAC,USD,4,0.0009790165999999999,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0009119798,0.0013952034,0.000789079,0.0009133764,0.0013952034,0.000789079,TradeSatoshi,0.0,0.0,0.0009790165999999999,0.0009790165999999999,0.0009790165999999999,6.564019999999991e-05,7.186544342507635,6.703679999999987e-05,7.350689127105651,536982074.0,525714.3643484283,8660.50921988999,8.478782290725349
BTXC,5,CCCAGG,BTXC,USD,4,0.1195311015,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1332471501,0.1395627318,0.1176325524,0.1322785026,0.1395627318,0.1176325524,Graviex,0.0,0.0,0.1195311015,0.1195311015,0.1195311015,-0.012747401099999986,-9.636789689513757,-0.013716048599999989,-10.29369002617039,4387299.30994345,524418.7191277305,96305.6778,11511.523748138097
EFL,5,CCCAGG,EFL,USD,4,0.0248354809,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0278188382,0.0278188382,0.024796736,0.0274313892,0.0279738178,0.024796736,Cryptopia,0.0,0.0,0.0248354809,0.0248354809,0.0248354809,-0.002595908299999998,-9.463276836158185,-0.0029833572999999995,-10.724233983286906,20843190.915625,517650.6698800582,6055.246527219914,150.38495947156153
MEME,5,CCCAGG,MEME,USD,4,0.02588166,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.025610445,0.02588166,0.025068015,0.025300485,0.02588166,0.025068015,BitTrex,0.0,0.0,0.02588166,0.02588166,0.02588166,0.0005811749999999997,2.2970903522205197,0.00027121500000000173,1.0590015128593109,19618967.249551,507771.4399040141,535996.3014489422,13872.47403535903
TIE,5,CCCAGG,TIE,USD,4,0.008485155000000001,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.008795115,0.00999621,0.008485155000000001,0.008795115,0.00999621,0.008485155000000001,Tidex,0.0,0.0,0.008485155000000001,0.008485155000000001,0.008485155000000001,-0.000309959999999998,-3.5242290748898455,-0.000309959999999998,-3.5242290748898455,59251278.0893333,502756.278536097,5826.827902509999,49.44153791112224
MEDIC,5,CCCAGG,MEDIC,USD,4,0.002130975,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00216972,0.0023247,0.002053485,0.002053485,0.002363445,0.001975995,Graviex,0.0,0.0,0.002130975,0.002130975,0.002130975,7.748999999999994e-05,3.7735849056603743,-3.8745000000000186e-05,-1.7857142857142942,234324968.3125,499340.64934972965,246422.29779999977,525.1197560543544
LDC,5,CCCAGG,LDC,USD,4,0.000187265,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0001830725,0.000204035,0.00017888,0.000181675,0.000204035,0.00017888,Liqui,0.0,0.0,0.000187265,0.000187265,0.000187265,5.589999999999979e-06,3.076923076923065,4.192499999999984e-06,2.290076335877854,2627412705.53219,492022.44030148553,78807060.580464,14757.80419960059
BON*,5,CCCAGG,BON*,USD,4,0.0223951302,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0223951302,0.0223951302,0.0223951302,0.0223951302,0.0223951302,0.0223951302,Cryptopia,0.0,0.0,0.0223951302,0.0223951302,0.0223951302,0.0,0.0,0.0,0.0,21745688.3534162,486997.5219633794,269.4159398500284,6.033605050896754
MCI,5,CCCAGG,MCI,USD,4,0.004843125,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.004843125,0.004843125,0.004843125,0.004843125,0.004843125,0.00480438,Cryptopia,0.0,0.0,0.004843125,0.004843125,0.004843125,0.0,0.0,0.0,0.0,100000000.0,484312.5,4575.007585730002,22.157333613638617
KRB,5,CCCAGG,KRB,USD,2,0.06966351,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.074661615,0.07501032,0.06594399,0.069934725,0.070477155,0.06966351,LiveCoin,0.0,0.0,0.074584125,0.074584125,0.06966351,-0.0002712150000000052,-0.38781163434903787,-0.004998105000000003,-6.6943435391800765,6938213.84809533,483340.3297889275,1763.6128422700008,122.85946087360462
VOISE,5,CCCAGG,VOISE,USD,1,0.000581175,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00061992,0.00061992,0.00054243,0.00061992,0.00061992,0.000581175,BitZ,0.0,0.0,0.00054243,0.000581175,0.00054243,-3.874500000000008e-05,-6.250000000000012,-3.874500000000008e-05,-6.250000000000012,825578000.0,479805.29415,772394.9369264191,448.89662746821165
